Plot Name,Location,Sapling_Seedling,SaplingSpeciesCode,Status,Count,Treated
155108,Granddad,Seedling,QUCH,L,4,Y
155108,Granddad,Seedling,ABCO,L,3,Y
155108,Granddad,Seedling,Unknown,L,1,Y
155108,Granddad,Sapling,CADE,L,2,Y
155108,Granddad,Sapling,ABCO,L,10,Y
155108,Granddad,Sapling,QUCH,L,4,Y
155108,Granddad,Sapling,ABCO,D,5,Y
1510206,Granddad,Seedling,QUCH,L,1,N
1510206,Granddad,Seedling,ABCO,L,14,N
1510206,Granddad,Seedling,PIPO,L,1,N
1510206,Granddad,Seedling,CADE,L,4,N
1510206,Granddad,Seedling,QUKE,L,4,N
1510206,Granddad,Sapling,ABCO,L,15,N
1510206,Granddad,Sapling,ABCO,D,18,N
1510206,Granddad,Sapling,CADE,L,4,N
1510206,Granddad,Sapling,PILA,L,2,N
1510206,Granddad,Seedling,PILA,L,6,N
1510206,Granddad,Sapling,CADE,D,2,N
